  Shadow Event             Entry Epoch                      Exit Epoch                 Duration(min)
Earth Umbral      Nov 22 2022 04:35:16.095730875   Nov 22 2022 05:11:00.011746500      35.731933594
Earth Penumbral   Nov 22 2022 06:07:42.521512125   Nov 22 2022 06:43:43.927762125      36.023437500
Earth Umbral      Nov 22 2022 06:07:50.959012125   Nov 22 2022 06:43:35.402371500      35.740722656
Earth Penumbral   Nov 22 2022 07:40:17.384793375   Nov 22 2022 08:16:19.318387125      36.032226563
Earth Umbral      Nov 22 2022 07:40:25.822293375   Nov 22 2022 08:16:10.880887125      35.750976563
Earth Penumbral   Nov 22 2022 09:12:52.248074625   Nov 22 2022 09:48:54.796902750      36.042480469
Earth Umbral      Nov 22 2022 09:13:00.685574625   Nov 22 2022 09:48:46.359402750      35.761230469
Earth Penumbral   Nov 22 2022 10:45:27.111355875   Nov 22 2022 11:21:30.275418375      36.052734375
Earth Umbral      Nov 22 2022 10:45:35.636746500   Nov 22 2022 11:21:21.837918375      35.770019531
Earth Penumbral   Nov 22 2022 12:18:02.062527750   Nov 22 2022 12:54:05.666043375      36.060058594
Earth Umbral      Nov 22 2022 12:18:10.500027750   Nov 22 2022 12:53:57.228543375      35.778808594
Earth Penumbral   Nov 22 2022 13:50:36.837918375   Nov 22 2022 14:26:41.056668375      36.070312500
Earth Umbral      Nov 22 2022 13:50:45.275418375   Nov 22 2022 14:26:32.531277750      35.787597656
Earth Penumbral   Nov 22 2022 15:23:11.613309000   Nov 22 2022 15:59:16.271512125      36.077636719
Earth Umbral      Nov 22 2022 15:23:20.050809000   Nov 22 2022 15:59:07.834012125      35.796386719
Earth Penumbral   Nov 22 2022 16:55:46.300809000   Nov 22 2022 17:31:51.486355875      36.086425781
Earth Umbral      Nov 22 2022 16:55:54.738309000   Nov 22 2022 17:31:43.048855875      35.805175781
Earth Penumbral   Nov 22 2022 18:28:21.076199625   Nov 22 2022 19:04:26.613309000      36.092285156
Earth Umbral      Nov 22 2022 18:28:29.513699625   Nov 22 2022 19:04:18.175809000      35.811035156
Earth Umbral      Nov 22 2022 20:01:04.201199625   Nov 22 2022 20:36:53.478543375      35.821289063
Earth Penumbral   Nov 22 2022 20:00:55.851590250   Nov 22 2022 20:37:01.916043375      36.101074219
Earth Penumbral   Nov 22 2022 21:33:30.626980875   Nov 22 2022 22:09:37.130887125      36.108398438
Earth Umbral      Nov 22 2022 21:33:38.976590250   Nov 22 2022 22:09:28.693387125      35.828613281
Earth Penumbral   Nov 22 2022 23:06:05.314480875   Nov 22 2022 23:42:12.257840250      36.115722656
Earth Umbral      Nov 22 2022 23:06:13.751980875   Nov 22 2022 23:42:03.820340250      35.834472656
Earth Penumbral   Nov 23 2022 00:38:40.001980875   Nov 23 2022 01:14:47.296902750      36.121582031
Earth Umbral      Nov 23 2022 00:38:48.351590250   Nov 23 2022 01:14:38.859402750      35.841796875
Earth Penumbral   Nov 23 2022 02:11:14.513699625   Nov 23 2022 02:47:22.248074625      36.128906250
Earth Umbral      Nov 23 2022 02:11:22.951199625   Nov 23 2022 02:47:13.898465250      35.849121094
Earth Penumbral   Nov 23 2022 03:43:49.025418375   Nov 23 2022 04:19:57.199246500      36.136230469
Earth Umbral      Nov 23 2022 03:43:57.462918375   Nov 23 2022 04:19:48.761746500      35.854980469
Earth Penumbral   Nov 23 2022 05:16:23.537137125   Nov 23 2022 05:52:32.062527750      36.142089844
Earth Umbral      Nov 23 2022 05:16:31.886746500   Nov 23 2022 05:52:23.712918375      35.863769531
Earth Penumbral   Nov 23 2022 06:48:58.048855875   Nov 23 2022 07:25:06.925809000      36.147949219
Earth Umbral      Nov 23 2022 06:49:06.398465250   Nov 23 2022 07:24:58.576199625      35.869628906
Earth Penumbral   Nov 23 2022 08:21:32.560574625   Nov 23 2022 08:57:41.876980875      36.155273438
Earth Umbral      Nov 23 2022 08:21:40.910184000   Nov 23 2022 08:57:33.439480875      35.875488281
Earth Penumbral   Nov 23 2022 09:54:07.072293375   Nov 23 2022 10:30:16.740262125      36.161132813
Earth Umbral      Nov 23 2022 09:54:15.421902750   Nov 23 2022 10:30:08.390652750      35.882812500
Earth Penumbral   Nov 23 2022 11:26:41.584012125   Nov 23 2022 12:02:51.603543375      36.166992188
Earth Umbral      Nov 23 2022 11:26:49.933621500   Nov 23 2022 12:02:43.253934000      35.888671875
Earth Penumbral   Nov 23 2022 12:59:16.007840250   Nov 23 2022 13:35:26.378934000      36.172851563
Earth Umbral      Nov 23 2022 12:59:24.357449625   Nov 23 2022 13:35:18.029324625      35.894531250
Earth Penumbral   Nov 23 2022 14:31:50.431668375   Nov 23 2022 15:08:01.154324625      36.178710938
Earth Umbral      Nov 23 2022 14:31:58.781277750   Nov 23 2022 15:07:52.716824625      35.898925781
Earth Penumbral   Nov 23 2022 16:04:24.767605875   Nov 23 2022 16:40:35.753934000      36.183105469
Earth Umbral      Nov 23 2022 16:04:33.117215250   Nov 23 2022 16:40:27.404324625      35.904785156
Earth Penumbral   Nov 23 2022 17:36:59.191434000   Nov 23 2022 18:13:10.353543375      36.186035156
Earth Umbral      Nov 23 2022 17:37:07.453152750   Nov 23 2022 18:13:02.003934000      35.909179688
Earth Penumbral   Nov 23 2022 19:09:33.527371500   Nov 23 2022 19:45:45.041043375      36.191894531
Earth Umbral      Nov 23 2022 19:09:41.876980875   Nov 23 2022 19:45:36.691434000      35.913574219
Earth Penumbral   Nov 23 2022 20:42:07.951199625   Nov 23 2022 21:18:19.728543375      36.196289063
Earth Umbral      Nov 23 2022 20:42:16.300809000   Nov 23 2022 21:18:11.378934000      35.917968750
Earth Penumbral   Nov 23 2022 22:14:42.375027750   Nov 23 2022 22:50:54.328152750      36.199218750
Earth Umbral      Nov 23 2022 22:14:50.724637125   Nov 23 2022 22:50:45.978543375      35.920898438
Earth Umbral      Nov 23 2022 23:47:24.972684000   Nov 24 2022 00:23:20.490262125      35.925292969
Earth Penumbral   Nov 23 2022 23:47:16.710965250   Nov 24 2022 00:23:28.839871500      36.202148438
Earth Penumbral   Nov 24 2022 01:19:50.959012125   Nov 24 2022 01:56:03.263699625      36.205078125
Earth Umbral      Nov 24 2022 01:19:59.220730875   Nov 24 2022 01:55:55.001980875      35.929687500
Earth Penumbral   Nov 24 2022 02:52:25.119168375   Nov 24 2022 03:28:37.687527750      36.209472656
Earth Umbral      Nov 24 2022 02:52:33.468777750   Nov 24 2022 03:28:29.337918375      35.931152344
Earth Penumbral   Nov 24 2022 04:24:59.279324625   Nov 24 2022 05:01:12.023465250      36.212402344
Earth Umbral      Nov 24 2022 04:25:07.541043375   Nov 24 2022 05:01:03.673855875      35.935546875
Earth Penumbral   Nov 24 2022 05:57:33.439480875   Nov 24 2022 06:33:46.359402750      36.215332031
Earth Umbral      Nov 24 2022 05:57:41.701199625   Nov 24 2022 06:33:38.009793375      35.938476563
Earth Penumbral   Nov 24 2022 07:30:07.599637125   Nov 24 2022 08:06:20.695340250      36.218261719
Earth Umbral      Nov 24 2022 07:30:15.861355875   Nov 24 2022 08:06:12.345730875      35.941406250
Earth Penumbral   Nov 24 2022 09:02:41.759793375   Nov 24 2022 09:38:55.031277750      36.221191406
Earth Umbral      Nov 24 2022 09:02:50.021512125   Nov 24 2022 09:38:46.681668375      35.944335938
Earth Umbral      Nov 24 2022 10:35:24.269559000   Nov 24 2022 11:11:21.105496500      35.947265625
Earth Penumbral   Nov 24 2022 10:35:15.919949625   Nov 24 2022 11:11:29.367215250      36.224121094
Earth Penumbral   Nov 24 2022 12:07:50.080105875   Nov 24 2022 12:44:03.703152750      36.227050781
Earth Umbral      Nov 24 2022 12:07:58.429715250   Nov 24 2022 12:43:55.353543375      35.948730469
Earth Penumbral   Nov 24 2022 13:40:24.152371500   Nov 24 2022 14:16:37.863309000      36.228515625
Earth Umbral      Nov 24 2022 13:40:32.501980875   Nov 24 2022 14:16:29.513699625      35.950195313
Earth Penumbral   Nov 24 2022 15:12:58.224637125   Nov 24 2022 15:49:12.023465250      36.229980469
Earth Umbral      Nov 24 2022 15:13:06.574246500   Nov 24 2022 15:49:03.673855875      35.951660156
Earth Penumbral   Nov 24 2022 16:45:32.296902750   Nov 24 2022 17:21:46.095730875      36.229980469
Earth Umbral      Nov 24 2022 16:45:40.558621500   Nov 24 2022 17:21:37.746121500      35.953125000
Earth Penumbral   Nov 24 2022 18:18:06.369168375   Nov 24 2022 18:54:20.167996500      36.229980469
Earth Umbral      Nov 24 2022 18:18:14.630887125   Nov 24 2022 18:54:11.906277750      35.954589844
Earth Penumbral   Nov 24 2022 19:50:40.441434000   Nov 24 2022 20:26:54.328152750      36.231445313
Earth Umbral      Nov 24 2022 19:50:48.791043375   Nov 24 2022 20:26:45.978543375      35.953125000
Earth Umbral      Nov 24 2022 21:23:22.863309000   Nov 24 2022 21:59:20.138699625      35.954589844
Earth Penumbral   Nov 24 2022 21:23:14.513699625   Nov 24 2022 21:59:28.400418375      36.231445313
Earth Penumbral   Nov 24 2022 22:55:48.585965250   Nov 24 2022 23:32:02.472684000      36.231445313
Earth Umbral      Nov 24 2022 22:55:56.847684000   Nov 24 2022 23:31:54.123074625      35.954589844
Earth Penumbral   Nov 25 2022 00:28:22.482449625   Nov 25 2022 01:04:36.369168375      36.231445313
Earth Umbral      Nov 25 2022 00:28:30.832059000   Nov 25 2022 01:04:28.107449625      35.954589844
Earth Penumbral   Nov 25 2022 02:00:56.378934000   Nov 25 2022 02:37:10.265652750      36.231445313
Earth Umbral      Nov 25 2022 02:01:04.728543375   Nov 25 2022 02:37:02.003934000      35.954589844
Earth Penumbral   Nov 25 2022 03:33:30.275418375   Nov 25 2022 04:09:44.162137125      36.231445313
Earth Umbral      Nov 25 2022 03:33:38.537137125   Nov 25 2022 04:09:35.812527750      35.954589844
Earth Penumbral   Nov 25 2022 05:06:04.084012125   Nov 25 2022 05:42:17.882840250      36.229980469
Earth Umbral      Nov 25 2022 05:06:12.433621500   Nov 25 2022 05:42:09.621121500      35.953125000
Earth Penumbral   Nov 25 2022 06:38:37.980496500   Nov 25 2022 07:14:51.779324625      36.229980469
Earth Umbral      Nov 25 2022 06:38:46.242215250   Nov 25 2022 07:14:43.429715250      35.953125000
Earth Penumbral   Nov 25 2022 08:11:11.876980875   Nov 25 2022 08:47:25.587918375      36.228515625
Earth Umbral      Nov 25 2022 08:11:20.138699625   Nov 25 2022 08:47:17.238309000      35.951660156
Earth Penumbral   Nov 25 2022 09:43:45.773465250   Nov 25 2022 10:19:59.396512125      36.227050781
Earth Umbral      Nov 25 2022 09:43:54.123074625   Nov 25 2022 10:19:51.046902750      35.948730469
Earth Penumbral   Nov 25 2022 11:16:19.669949625   Nov 25 2022 11:52:33.205105875      36.225585938
Earth Umbral      Nov 25 2022 11:16:27.931668375   Nov 25 2022 11:52:24.855496500      35.948730469
Earth Penumbral   Nov 25 2022 12:48:53.478543375   Nov 25 2022 13:25:06.925809000      36.224121094
Earth Umbral      Nov 25 2022 12:49:01.828152750   Nov 25 2022 13:24:58.576199625      35.945800781
Earth Penumbral   Nov 25 2022 14:21:27.287137125   Nov 25 2022 14:57:40.558621500      36.221191406
Earth Umbral      Nov 25 2022 14:21:35.548855875   Nov 25 2022 14:57:32.209012125      35.944335938
Earth Penumbral   Nov 25 2022 15:54:01.007840250   Nov 25 2022 16:30:14.103543375      36.218261719
Earth Umbral      Nov 25 2022 15:54:09.357449625   Nov 25 2022 16:30:05.753934000      35.939941406
Earth Penumbral   Nov 25 2022 17:26:34.816434000   Nov 25 2022 18:02:47.736355875      36.215332031
Earth Umbral      Nov 25 2022 17:26:43.078152750   Nov 25 2022 18:02:39.386746500      35.938476563
Earth Penumbral   Nov 25 2022 18:59:08.625027750   Nov 25 2022 19:35:21.281277750      36.210937500
Earth Umbral      Nov 25 2022 18:59:16.974637125   Nov 25 2022 19:35:12.931668375      35.932617188
Earth Penumbral   Nov 25 2022 20:31:42.433621500   Nov 25 2022 21:07:54.914090250      36.208007813
Earth Umbral      Nov 25 2022 20:31:50.783230875   Nov 25 2022 21:07:46.564480875      35.929687500
Earth Penumbral   Nov 25 2022 22:04:16.242215250   Nov 25 2022 22:40:28.459012125      36.203613281
Earth Umbral      Nov 25 2022 22:04:24.591824625   Nov 25 2022 22:40:20.109402750      35.925292969
Earth Umbral      Nov 25 2022 23:36:58.312527750   Nov 26 2022 00:12:53.566434000      35.920898438
Earth Penumbral   Nov 25 2022 23:36:49.962918375   Nov 26 2022 00:13:01.916043375      36.199218750
Earth Penumbral   Nov 26 2022 01:09:23.595730875   Nov 26 2022 01:45:35.373074625      36.196289063
Earth Umbral      Nov 26 2022 01:09:31.945340250   Nov 26 2022 01:45:27.023465250      35.917968750
Earth Penumbral   Nov 26 2022 02:41:57.228543375   Nov 26 2022 03:18:08.654324625      36.190429688
Earth Umbral      Nov 26 2022 02:42:05.578152750   Nov 26 2022 03:18:00.304715250      35.912109375
Earth Penumbral   Nov 26 2022 04:14:30.773465250   Nov 26 2022 04:50:42.023465250      36.187500000
Earth Umbral      Nov 26 2022 04:14:39.123074625   Nov 26 2022 04:50:33.585965250      35.907714844
Earth Penumbral   Nov 26 2022 05:47:04.406277750   Nov 26 2022 06:23:15.304715250      36.181640625
Earth Umbral      Nov 26 2022 05:47:12.755887125   Nov 26 2022 06:23:06.955105875      35.903320313
Earth Penumbral   Nov 26 2022 07:19:38.039090250   Nov 26 2022 07:55:48.673855875      36.177246094
Earth Umbral      Nov 26 2022 07:19:46.388699625   Nov 26 2022 07:55:40.236355875      35.897460938
Earth Penumbral   Nov 26 2022 08:52:11.671902750   Nov 26 2022 09:28:22.042996500      36.172851563
Earth Umbral      Nov 26 2022 08:52:20.021512125   Nov 26 2022 09:28:13.605496500      35.893066406
Earth Penumbral   Nov 26 2022 10:24:45.304715250   Nov 26 2022 11:00:55.324246500      36.166992188
Earth Umbral      Nov 26 2022 10:24:53.742215250   Nov 26 2022 11:00:46.886746500      35.885742188
Earth Penumbral   Nov 26 2022 11:57:18.937527750   Nov 26 2022 12:33:28.517605875      36.159667969
Earth Umbral      Nov 26 2022 11:57:27.287137125   Nov 26 2022 12:33:20.167996500      35.881347656
Earth Penumbral   Nov 26 2022 13:29:52.482449625   Nov 26 2022 14:06:01.710965250      36.153808594
Earth Umbral      Nov 26 2022 13:30:00.832059000   Nov 26 2022 14:05:53.273465250      35.874023438
Earth Umbral      Nov 26 2022 15:02:34.376980875   Nov 26 2022 15:38:26.378934000      35.866699219
Earth Penumbral   Nov 26 2022 15:02:26.027371500   Nov 26 2022 15:38:34.816434000      36.146484375
Earth Penumbral   Nov 26 2022 16:34:59.572293375   Nov 26 2022 17:11:07.921902750      36.139160156
Earth Umbral      Nov 26 2022 16:35:07.921902750   Nov 26 2022 17:10:59.484402750      35.859375000
Earth Penumbral   Nov 26 2022 18:07:33.117215250   Nov 26 2022 18:43:41.027371500      36.131835938
Earth Umbral      Nov 26 2022 18:07:41.554715250   Nov 26 2022 18:43:32.589871500      35.850585938
Earth Penumbral   Nov 26 2022 19:40:06.750027750   Nov 26 2022 20:16:14.132840250      36.123046875
Earth Umbral      Nov 26 2022 19:40:15.187527750   Nov 26 2022 20:16:05.695340250      35.841796875
Earth Penumbral   Nov 26 2022 21:12:40.294949625   Nov 26 2022 21:48:47.238309000      36.115722656
Earth Umbral      Nov 26 2022 21:12:48.732449625   Nov 26 2022 21:48:38.800809000      35.834472656
Earth Penumbral   Nov 26 2022 22:45:13.839871500   Nov 26 2022 23:21:20.255887125      36.106933594
Earth Umbral      Nov 26 2022 22:45:22.277371500   Nov 26 2022 23:21:11.818387125      35.825683594
Earth Penumbral   Nov 27 2022 00:17:47.296902750   Nov 27 2022 00:53:53.185574625      36.098144531
Earth Umbral      Nov 27 2022 00:17:55.734402750   Nov 27 2022 00:53:44.748074625      35.816894531
Earth Penumbral   Nov 27 2022 01:50:20.666043375   Nov 27 2022 02:26:26.027371500      36.089355469
Earth Umbral      Nov 27 2022 01:50:29.103543375   Nov 27 2022 02:26:17.589871500      35.808105469
Earth Penumbral   Nov 27 2022 03:22:54.035184000   Nov 27 2022 03:58:58.869168375      36.080566406
Earth Umbral      Nov 27 2022 03:23:02.472684000   Nov 27 2022 03:58:50.431668375      35.799316406
Earth Penumbral   Nov 27 2022 04:55:27.404324625   Nov 27 2022 05:31:31.710965250      36.071777344
Earth Umbral      Nov 27 2022 04:55:35.929715250   Nov 27 2022 05:31:23.273465250      35.789062500
Earth Umbral      Nov 27 2022 06:28:09.298855875   Nov 27 2022 07:03:56.115262125      35.780273438
Earth Penumbral   Nov 27 2022 06:28:00.861355875   Nov 27 2022 07:04:04.552762125      36.061523438
Earth Penumbral   Nov 27 2022 08:00:34.318387125   Nov 27 2022 08:36:37.482449625      36.052734375
Earth Umbral      Nov 27 2022 08:00:42.843777750   Nov 27 2022 08:36:28.957059000      35.768554688
Earth Penumbral   Nov 27 2022 09:33:07.775418375   Nov 27 2022 10:09:10.324246500      36.042480469
Earth Umbral      Nov 27 2022 09:33:16.300809000   Nov 27 2022 10:09:01.798855875      35.758300781
Earth Penumbral   Nov 27 2022 11:05:41.232449625   Nov 27 2022 11:41:43.078152750      36.030761719
Earth Umbral      Nov 27 2022 11:05:49.757840250   Nov 27 2022 11:41:34.552762125      35.746582031
Earth Penumbral   Nov 27 2022 12:38:14.601590250   Nov 27 2022 13:14:15.832059000      36.020507813
Earth Umbral      Nov 27 2022 12:38:23.126980875   Nov 27 2022 13:14:07.306668375      35.736328125
Earth Penumbral   Nov 27 2022 14:10:47.882840250   Nov 27 2022 14:46:48.498074625      36.010253906
Earth Umbral      Nov 27 2022 14:10:56.408230875   Nov 27 2022 14:46:39.884793375      35.724609375
Earth Penumbral   Nov 27 2022 15:43:21.251980875   Nov 27 2022 16:19:21.076199625      35.997070313
Earth Umbral      Nov 27 2022 15:43:29.777371500   Nov 27 2022 16:19:12.550809000      35.712890625
Earth Penumbral   Nov 27 2022 17:15:54.621121500   Nov 27 2022 17:51:53.742215250      35.985351563
Earth Umbral      Nov 27 2022 17:16:03.234402750   Nov 27 2022 17:51:45.128934000      35.698242188
Earth Penumbral   Nov 27 2022 18:48:28.078152750   Nov 27 2022 19:24:26.320340250      35.970703125
Earth Umbral      Nov 27 2022 18:48:36.603543375   Nov 27 2022 19:24:17.794949625      35.686523438
Earth Penumbral   Nov 27 2022 20:21:01.535184000   Nov 27 2022 20:56:58.986355875      35.957519531
Earth Umbral      Nov 27 2022 20:21:10.060574625   Nov 27 2022 20:56:50.373074625      35.671875000
Earth Umbral      Nov 27 2022 21:53:43.429715250   Nov 27 2022 22:29:22.951199625      35.658691406
Earth Penumbral   Nov 27 2022 21:53:34.816434000   Nov 27 2022 22:29:31.564480875      35.945800781
Earth Penumbral   Nov 27 2022 23:26:08.185574625   Nov 28 2022 00:02:04.054715250      35.931152344
Earth Umbral      Nov 27 2022 23:26:16.710965250   Nov 28 2022 00:01:55.441434000      35.645507813
Earth Penumbral   Nov 28 2022 00:58:41.378934000   Nov 28 2022 01:34:36.457059000      35.917968750
Earth Umbral      Nov 28 2022 00:58:49.992215250   Nov 28 2022 01:34:27.843777750      35.630859375
Earth Penumbral   Nov 28 2022 02:31:14.660184000   Nov 28 2022 03:07:08.859402750      35.903320313
Earth Umbral      Nov 28 2022 02:31:23.273465250   Nov 28 2022 03:07:00.246121500      35.616210938
Earth Penumbral   Nov 28 2022 04:03:47.853543375   Nov 28 2022 04:39:41.261746500      35.890136719
Earth Umbral      Nov 28 2022 04:03:56.466824625   Nov 28 2022 04:39:32.648465250      35.603027344
Earth Penumbral   Nov 28 2022 05:36:21.134793375   Nov 28 2022 06:12:13.664090250      35.875488281
Earth Umbral      Nov 28 2022 05:36:29.748074625   Nov 28 2022 06:12:04.962918375      35.586914063
Earth Penumbral   Nov 28 2022 07:08:54.416043375   Nov 28 2022 07:44:46.066434000      35.860839844
Earth Umbral      Nov 28 2022 07:09:03.117215250   Nov 28 2022 07:44:37.365262125      35.570800781
Earth Penumbral   Nov 28 2022 08:41:27.785184000   Nov 28 2022 09:17:18.468777750      35.844726563
Earth Umbral      Nov 28 2022 08:41:36.398465250   Nov 28 2022 09:17:09.767605875      35.556152344
Earth Penumbral   Nov 28 2022 10:14:01.066434000   Nov 28 2022 10:49:50.871121500      35.830078125
Earth Umbral      Nov 28 2022 10:14:09.767605875   Nov 28 2022 10:49:42.169949625      35.540039063
Earth Penumbral   Nov 28 2022 11:46:34.259793375   Nov 28 2022 12:22:23.097684000      35.813964844
Earth Umbral      Nov 28 2022 11:46:42.960965250   Nov 28 2022 12:22:14.396512125      35.523925781
Earth Penumbral   Nov 28 2022 13:19:07.541043375   Nov 28 2022 13:54:55.324246500      35.796386719
Earth Umbral      Nov 28 2022 13:19:16.242215250   Nov 28 2022 13:54:46.623074625      35.506347656
Earth Penumbral   Nov 28 2022 14:51:40.734402750   Nov 28 2022 15:27:27.462918375      35.778808594
Earth Umbral      Nov 28 2022 14:51:49.435574625   Nov 28 2022 15:27:18.761746500      35.488769531
Earth Penumbral   Nov 28 2022 16:24:13.927762125   Nov 28 2022 16:59:59.689480875      35.762695313
Earth Umbral      Nov 28 2022 16:24:22.716824625   Nov 28 2022 16:59:50.900418375      35.469726563
Earth Umbral      Nov 28 2022 17:56:55.998074625   Nov 28 2022 18:32:23.039090250      35.450683594
Earth Penumbral   Nov 28 2022 17:56:47.296902750   Nov 28 2022 18:32:31.828152750      35.742187500
Earth Penumbral   Nov 28 2022 19:29:20.578152750   Nov 28 2022 20:05:04.054715250      35.724609375
Earth Umbral      Nov 28 2022 19:29:29.367215250   Nov 28 2022 20:04:55.265652750      35.431640625
Earth Penumbral   Nov 28 2022 21:01:53.771512125   Nov 28 2022 21:37:36.193387125      35.707031250
Earth Umbral      Nov 28 2022 21:02:02.560574625   Nov 28 2022 21:37:27.316434000      35.412597656
Earth Penumbral   Nov 28 2022 22:34:26.964871500   Nov 28 2022 23:10:08.244168375      35.687988281
Earth Umbral      Nov 28 2022 22:34:35.841824625   Nov 28 2022 23:09:59.367215250      35.392089844
Earth Penumbral   Nov 29 2022 00:07:00.158230875   Nov 29 2022 00:42:40.294949625      35.668945313
Earth Umbral      Nov 29 2022 00:07:09.035184000   Nov 29 2022 00:42:31.417996500      35.373046875
Earth Penumbral   Nov 29 2022 01:39:33.263699625   Nov 29 2022 02:15:12.257840250      35.649902344
Earth Umbral      Nov 29 2022 01:39:42.140652750   Nov 29 2022 02:15:03.380887125      35.354003906
Earth Penumbral   Nov 29 2022 03:12:06.457059000   Nov 29 2022 03:47:44.132840250      35.627929688
Earth Umbral      Nov 29 2022 03:12:15.246121500   Nov 29 2022 03:47:35.255887125      35.333496094
Earth Penumbral   Nov 29 2022 04:44:39.562527750   Nov 29 2022 05:20:16.095730875      35.608886719
Earth Umbral      Nov 29 2022 04:44:48.439480875   Nov 29 2022 05:20:07.130887125      35.311523438
Earth Penumbral   Nov 29 2022 06:17:12.755887125   Nov 29 2022 06:52:48.058621500      35.588378906
Earth Umbral      Nov 29 2022 06:17:21.720730875   Nov 29 2022 06:52:39.093777750      35.289550781
Earth Penumbral   Nov 29 2022 07:49:46.037137125   Nov 29 2022 08:25:20.021512125      35.566406250
Earth Umbral      Nov 29 2022 07:49:55.001980875   Nov 29 2022 08:25:11.056668375      35.267578125
Earth Penumbral   Nov 29 2022 09:22:19.230496500   Nov 29 2022 09:57:51.984402750      35.545898438
Earth Umbral      Nov 29 2022 09:22:28.195340250   Nov 29 2022 09:57:43.019559000      35.247070313
Earth Penumbral   Nov 29 2022 10:54:52.423855875   Nov 29 2022 11:30:23.859402750      35.523925781
Earth Umbral      Nov 29 2022 10:55:01.388699625   Nov 29 2022 11:30:14.806668375      35.223632813
Earth Penumbral   Nov 29 2022 12:27:25.617215250   Nov 29 2022 13:02:55.646512125      35.500488281
Earth Umbral      Nov 29 2022 12:27:34.582059000   Nov 29 2022 13:02:46.593777750      35.200195313
Earth Penumbral   Nov 29 2022 13:59:58.722684000   Nov 29 2022 14:35:27.345730875      35.477050781
Earth Umbral      Nov 29 2022 14:00:07.687527750   Nov 29 2022 14:35:18.292996500      35.176757813
Earth Penumbral   Nov 29 2022 15:32:31.916043375   Nov 29 2022 16:07:59.044949625      35.452148438
Earth Umbral      Nov 29 2022 15:32:40.880887125   Nov 29 2022 16:07:49.992215250      35.151855469
Earth Penumbral   Nov 29 2022 17:05:05.109402750   Nov 29 2022 17:40:30.832059000      35.428710938
Earth Umbral      Nov 29 2022 17:05:14.162137125   Nov 29 2022 17:40:21.691434000      35.125488281
Earth Umbral      Nov 29 2022 18:37:47.443387125   Nov 29 2022 19:12:53.478543375      35.100585938
Earth Penumbral   Nov 29 2022 18:37:38.390652750   Nov 29 2022 19:13:02.531277750      35.402343750
Earth Penumbral   Nov 29 2022 20:10:11.584012125   Nov 29 2022 20:45:34.318387125      35.378906250
Earth Umbral      Nov 29 2022 20:10:20.636746500   Nov 29 2022 20:45:25.177762125      35.075683594
Earth Penumbral   Nov 29 2022 21:42:44.689480875   Nov 29 2022 22:18:05.929715250      35.354003906
Earth Umbral      Nov 29 2022 21:42:53.830105875   Nov 29 2022 22:17:56.789090250      35.049316406
Earth Penumbral   Nov 29 2022 23:15:17.882840250   Nov 29 2022 23:50:37.541043375      35.327636719
Earth Umbral      Nov 29 2022 23:15:27.023465250   Nov 29 2022 23:50:28.312527750      35.021484375
Earth Penumbral   Nov 30 2022 00:47:50.988309000   Nov 30 2022 01:23:09.064480875      35.301269531
Earth Umbral      Nov 30 2022 00:48:00.128934000   Nov 30 2022 01:22:59.835965250      34.995117188
Earth Penumbral   Nov 30 2022 02:20:24.093777750   Nov 30 2022 02:55:40.587918375      35.274902344
Earth Umbral      Nov 30 2022 02:20:33.234402750   Nov 30 2022 02:55:31.359402750      34.968750000
Earth Penumbral   Nov 30 2022 03:52:57.199246500   Nov 30 2022 04:28:12.023465250      35.247070313
Earth Umbral      Nov 30 2022 03:53:06.427762125   Nov 30 2022 04:28:02.794949625      34.939453125
Earth Penumbral   Nov 30 2022 05:25:30.392605875   Nov 30 2022 06:00:43.546902750      35.219238281
Earth Umbral      Nov 30 2022 05:25:39.621121500   Nov 30 2022 06:00:34.318387125      34.911621094
Earth Penumbral   Nov 30 2022 06:58:03.585965250   Nov 30 2022 07:33:15.158230875      35.192871094
Earth Umbral      Nov 30 2022 06:58:12.902371500   Nov 30 2022 07:33:05.841824625      34.882324219
Earth Penumbral   Nov 30 2022 08:30:36.779324625   Nov 30 2022 09:05:46.681668375      35.165039063
Earth Umbral      Nov 30 2022 08:30:46.095730875   Nov 30 2022 09:05:37.277371500      34.853027344
Earth Penumbral   Nov 30 2022 10:03:09.972684000   Nov 30 2022 10:38:18.117215250      35.135742188
Earth Umbral      Nov 30 2022 10:03:19.376980875   Nov 30 2022 10:38:08.712918375      34.822265625
Earth Penumbral   Nov 30 2022 11:35:43.166043375   Nov 30 2022 12:10:49.464871500      35.104980469
Earth Umbral      Nov 30 2022 11:35:52.482449625   Nov 30 2022 12:10:40.060574625      34.792968750
Earth Penumbral   Nov 30 2022 13:08:16.271512125   Nov 30 2022 13:43:20.812527750      35.075683594
Earth Umbral      Nov 30 2022 13:08:25.675809000   Nov 30 2022 13:43:11.408230875      34.762207031
Earth Penumbral   Nov 30 2022 14:40:49.464871500   Nov 30 2022 15:15:52.072293375      35.043457031
Earth Umbral      Nov 30 2022 14:40:58.869168375   Nov 30 2022 15:15:42.667996500      34.729980469
Earth Penumbral   Nov 30 2022 16:13:22.658230875   Nov 30 2022 16:48:23.419949625      35.012695313
Earth Umbral      Nov 30 2022 16:13:32.150418375   Nov 30 2022 16:48:13.927762125      34.696289063
Earth Penumbral   Nov 30 2022 17:45:55.939480875   Nov 30 2022 18:20:54.679715250      34.979003906
