  Shadow Event             Entry Epoch                      Exit Epoch                 Duration(min)
Earth Penumbral   Aug 23 2022 09:51:14.894559000   Aug 23 2022 10:27:02.238309000      35.789062500
Earth Umbral      Aug 23 2022 09:51:23.419949625   Aug 23 2022 10:26:53.625027750      35.503417969
Earth Penumbral   Aug 23 2022 11:24:08.478543375   Aug 23 2022 11:59:56.613309000      35.802246094
Earth Umbral      Aug 23 2022 11:24:17.003934000   Aug 23 2022 11:59:48.087918375      35.518066406
Earth Penumbral   Aug 23 2022 12:57:01.974637125   Aug 23 2022 13:32:50.900418375      35.815429688
Earth Umbral      Aug 23 2022 12:57:10.587918375   Aug 23 2022 13:32:42.375027750      35.529785156
Earth Penumbral   Aug 23 2022 14:29:55.558621500   Aug 23 2022 15:05:45.275418375      35.828613281
Earth Umbral      Aug 23 2022 14:30:04.084012125   Aug 23 2022 15:05:36.750027750      35.544433594
Earth Penumbral   Aug 23 2022 16:02:49.054715250   Aug 23 2022 16:38:39.562527750      35.841796875
Earth Umbral      Aug 23 2022 16:02:57.580105875   Aug 23 2022 16:38:31.037137125      35.557617188
Earth Umbral      Aug 23 2022 17:35:51.164090250   Aug 23 2022 18:11:25.324246500      35.569335938
Earth Penumbral   Aug 23 2022 17:35:42.638699625   Aug 23 2022 18:11:33.849637125      35.853515625
Earth Umbral      Aug 23 2022 19:08:44.660184000   Aug 23 2022 19:44:19.611355875      35.582519531
Earth Penumbral   Aug 23 2022 19:08:36.134793375   Aug 23 2022 19:44:28.136746500      35.866699219
Earth Penumbral   Aug 23 2022 20:41:29.630887125   Aug 23 2022 21:17:22.335965250      35.878417969
Earth Umbral      Aug 23 2022 20:41:38.156277750   Aug 23 2022 21:17:13.810574625      35.594238281
Earth Penumbral   Aug 23 2022 22:14:23.126980875   Aug 23 2022 22:50:16.535184000      35.890136719
Earth Umbral      Aug 23 2022 22:14:31.652371500   Aug 23 2022 22:50:08.097684000      35.607421875
Earth Penumbral   Aug 23 2022 23:47:16.710965250   Aug 24 2022 00:23:10.734402750      35.900390625
Earth Umbral      Aug 23 2022 23:47:25.148465250   Aug 24 2022 00:23:02.296902750      35.619140625
Earth Penumbral   Aug 24 2022 01:20:10.119168375   Aug 24 2022 01:56:04.845730875      35.912109375
Earth Umbral      Aug 24 2022 01:20:18.556668375   Aug 24 2022 01:55:56.408230875      35.630859375
Earth Penumbral   Aug 24 2022 02:53:03.439480875   Aug 24 2022 03:28:58.869168375      35.923828125
Earth Umbral      Aug 24 2022 02:53:11.876980875   Aug 24 2022 03:28:50.431668375      35.642578125
Earth Penumbral   Aug 24 2022 04:25:56.759793375   Aug 24 2022 05:01:52.892605875      35.935546875
Earth Umbral      Aug 24 2022 04:26:05.197293375   Aug 24 2022 05:01:44.455105875      35.654296875
Earth Penumbral   Aug 24 2022 05:58:49.992215250   Aug 24 2022 06:34:46.828152750      35.947265625
Earth Umbral      Aug 24 2022 05:58:58.429715250   Aug 24 2022 06:34:38.390652750      35.666015625
Earth Penumbral   Aug 24 2022 07:31:43.400418375   Aug 24 2022 08:07:40.939480875      35.958984375
Earth Umbral      Aug 24 2022 07:31:51.837918375   Aug 24 2022 08:07:32.501980875      35.677734375
Earth Penumbral   Aug 24 2022 09:04:36.808621500   Aug 24 2022 09:40:34.962918375      35.969238281
Earth Umbral      Aug 24 2022 09:04:45.246121500   Aug 24 2022 09:40:26.613309000      35.689453125
Earth Penumbral   Aug 24 2022 10:37:30.128934000   Aug 24 2022 11:13:28.986355875      35.980957031
Earth Umbral      Aug 24 2022 10:37:38.566434000   Aug 24 2022 11:13:20.548855875      35.699707031
Earth Penumbral   Aug 24 2022 12:10:23.361355875   Aug 24 2022 12:46:22.834012125      35.991210938
Earth Umbral      Aug 24 2022 12:10:31.798855875   Aug 24 2022 12:46:14.396512125      35.709960938
Earth Penumbral   Aug 24 2022 13:43:16.593777750   Aug 24 2022 14:19:16.593777750      36.000000000
Earth Umbral      Aug 24 2022 13:43:25.031277750   Aug 24 2022 14:19:08.244168375      35.720214844
Earth Penumbral   Aug 24 2022 15:16:09.914090250   Aug 24 2022 15:52:10.441434000      36.008789063
Earth Umbral      Aug 24 2022 15:16:18.263699625   Aug 24 2022 15:52:02.091824625      35.730468750
Earth Umbral      Aug 24 2022 16:49:11.496121500   Aug 24 2022 17:24:55.939480875      35.740722656
Earth Penumbral   Aug 24 2022 16:49:03.146512125   Aug 24 2022 17:25:04.289090250      36.019042969
Earth Umbral      Aug 24 2022 18:22:04.728543375   Aug 24 2022 18:57:49.787137125      35.750976563
Earth Penumbral   Aug 24 2022 18:21:56.378934000   Aug 24 2022 18:57:58.136746500      36.029296875
Earth Penumbral   Aug 24 2022 19:54:49.611355875   Aug 24 2022 20:30:51.808621500      36.036621094
Earth Umbral      Aug 24 2022 19:54:57.960965250   Aug 24 2022 20:30:43.546902750      35.759765625
Earth Penumbral   Aug 24 2022 21:27:42.843777750   Aug 24 2022 22:03:45.568387125      36.045410156
Earth Umbral      Aug 24 2022 21:27:51.193387125   Aug 24 2022 22:03:37.218777750      35.767089844
Earth Penumbral   Aug 24 2022 23:00:36.076199625   Aug 24 2022 23:36:39.328152750      36.054199219
Earth Umbral      Aug 24 2022 23:00:44.425809000   Aug 24 2022 23:36:30.978543375      35.775878906
Earth Penumbral   Aug 25 2022 00:33:29.308621500   Aug 25 2022 01:09:33.000027750      36.061523438
Earth Umbral      Aug 25 2022 00:33:37.658230875   Aug 25 2022 01:09:24.738309000      35.784667969
Earth Penumbral   Aug 25 2022 02:06:22.365262125   Aug 25 2022 02:42:26.584012125      36.070312500
Earth Umbral      Aug 25 2022 02:06:30.714871500   Aug 25 2022 02:42:18.322293375      35.793457031
Earth Penumbral   Aug 25 2022 03:39:15.421902750   Aug 25 2022 04:15:20.167996500      36.079101563
Earth Umbral      Aug 25 2022 03:39:23.771512125   Aug 25 2022 04:15:11.818387125      35.800781250
Earth Penumbral   Aug 25 2022 05:12:08.478543375   Aug 25 2022 05:48:13.664090250      36.086425781
Earth Umbral      Aug 25 2022 05:12:16.740262125   Aug 25 2022 05:48:05.314480875      35.809570313
Earth Penumbral   Aug 25 2022 06:45:01.535184000   Aug 25 2022 07:21:07.248074625      36.095214844
Earth Umbral      Aug 25 2022 06:45:09.884793375   Aug 25 2022 07:20:58.986355875      35.818359375
Earth Penumbral   Aug 25 2022 08:17:54.767605875   Aug 25 2022 08:54:00.919949625      36.102539063
Earth Umbral      Aug 25 2022 08:18:03.029324625   Aug 25 2022 08:53:52.570340250      35.825683594
Earth Penumbral   Aug 25 2022 09:50:47.824246500   Aug 25 2022 10:26:54.416043375      36.109863281
Earth Umbral      Aug 25 2022 09:50:56.173855875   Aug 25 2022 10:26:46.154324625      35.833007813
Earth Penumbral   Aug 25 2022 11:23:40.880887125   Aug 25 2022 11:59:47.912137125      36.117187500
Earth Umbral      Aug 25 2022 11:23:49.142605875   Aug 25 2022 11:59:39.650418375      35.841796875
Earth Penumbral   Aug 25 2022 12:56:33.849637125   Aug 25 2022 13:32:41.232449625      36.123046875
Earth Umbral      Aug 25 2022 12:56:42.111355875   Aug 25 2022 13:32:32.970730875      35.847656250
Earth Umbral      Aug 25 2022 14:29:35.167996500   Aug 25 2022 15:05:26.378934000      35.853515625
Earth Penumbral   Aug 25 2022 14:29:26.818387125   Aug 25 2022 15:05:34.640652750      36.130371094
Earth Umbral      Aug 25 2022 16:02:28.136746500   Aug 25 2022 16:38:19.787137125      35.860839844
Earth Penumbral   Aug 25 2022 16:02:19.875027750   Aug 25 2022 16:38:28.048855875      36.136230469
Earth Penumbral   Aug 25 2022 17:35:12.931668375   Aug 25 2022 18:11:21.457059000      36.142089844
Earth Umbral      Aug 25 2022 17:35:21.193387125   Aug 25 2022 18:11:13.195340250      35.866699219
Earth Penumbral   Aug 25 2022 19:08:05.900418375   Aug 25 2022 19:44:14.777371500      36.147949219
Earth Umbral      Aug 25 2022 19:08:14.162137125   Aug 25 2022 19:44:06.515652750      35.872558594
Earth Penumbral   Aug 25 2022 20:40:58.957059000   Aug 25 2022 21:17:08.097684000      36.152343750
Earth Umbral      Aug 25 2022 20:41:07.218777750   Aug 25 2022 21:16:59.835965250      35.876953125
Earth Penumbral   Aug 25 2022 22:13:51.925809000   Aug 25 2022 22:50:01.330105875      36.156738281
Earth Umbral      Aug 25 2022 22:14:00.187527750   Aug 25 2022 22:49:53.156277750      35.882812500
Earth Penumbral   Aug 25 2022 23:46:44.982449625   Aug 26 2022 00:22:54.650418375      36.161132813
Earth Umbral      Aug 25 2022 23:46:53.156277750   Aug 26 2022 00:22:46.388699625      35.887207031
Earth Penumbral   Aug 26 2022 01:19:37.863309000   Aug 26 2022 01:55:47.882840250      36.166992188
Earth Umbral      Aug 26 2022 01:19:46.125027750   Aug 26 2022 01:55:39.621121500      35.891601563
Earth Penumbral   Aug 26 2022 02:52:30.656277750   Aug 26 2022 03:28:40.939480875      36.171386719
Earth Umbral      Aug 26 2022 02:52:38.917996500   Aug 26 2022 03:28:32.765652750      35.897460938
Earth Penumbral   Aug 26 2022 04:25:23.449246500   Aug 26 2022 05:01:34.084012125      36.177246094
Earth Umbral      Aug 26 2022 04:25:31.710965250   Aug 26 2022 05:01:25.822293375      35.901855469
Earth Penumbral   Aug 26 2022 05:58:16.417996500   Aug 26 2022 06:34:27.228543375      36.180175781
Earth Umbral      Aug 26 2022 05:58:24.591824625   Aug 26 2022 06:34:18.966824625      35.906250000
Earth Penumbral   Aug 26 2022 07:31:09.298855875   Aug 26 2022 08:07:20.460965250      36.186035156
Earth Umbral      Aug 26 2022 07:31:17.560574625   Aug 26 2022 08:07:12.199246500      35.910644531
Earth Penumbral   Aug 26 2022 09:04:02.267605875   Aug 26 2022 09:40:13.605496500      36.188964844
Earth Umbral      Aug 26 2022 09:04:10.529324625   Aug 26 2022 09:40:05.431668375      35.915039063
Earth Penumbral   Aug 26 2022 10:36:55.148465250   Aug 26 2022 11:13:06.662137125      36.191894531
Earth Umbral      Aug 26 2022 10:37:03.322293375   Aug 26 2022 11:12:58.488309000      35.919433594
Earth Umbral      Aug 26 2022 12:09:56.115262125   Aug 26 2022 12:45:51.457059000      35.922363281
Earth Penumbral   Aug 26 2022 12:09:47.941434000   Aug 26 2022 12:45:59.630887125      36.194824219
Earth Penumbral   Aug 26 2022 13:42:40.734402750   Aug 26 2022 14:18:52.687527750      36.199218750
Earth Umbral      Aug 26 2022 13:42:48.908230875   Aug 26 2022 14:18:44.425809000      35.925292969
Earth Penumbral   Aug 26 2022 15:15:33.615262125   Aug 26 2022 15:51:45.656277750      36.200683594
Earth Umbral      Aug 26 2022 15:15:41.789090250   Aug 26 2022 15:51:37.482449625      35.928222656
Earth Penumbral   Aug 26 2022 16:48:26.408230875   Aug 26 2022 17:24:38.625027750      36.203613281
Earth Umbral      Aug 26 2022 16:48:34.669949625   Aug 26 2022 17:24:30.451199625      35.929687500
Earth Penumbral   Aug 26 2022 18:21:19.201199625   Aug 26 2022 18:57:31.593777750      36.206542969
Earth Umbral      Aug 26 2022 18:21:27.462918375   Aug 26 2022 18:57:23.332059000      35.931152344
Earth Penumbral   Aug 26 2022 19:54:12.082059000   Aug 26 2022 20:30:24.474637125      36.206542969
Earth Umbral      Aug 26 2022 19:54:20.255887125   Aug 26 2022 20:30:16.300809000      35.934082031
Earth Penumbral   Aug 26 2022 21:27:04.875027750   Aug 26 2022 22:03:17.443387125      36.209472656
Earth Umbral      Aug 26 2022 21:27:13.136746500   Aug 26 2022 22:03:09.181668375      35.934082031
Earth Penumbral   Aug 26 2022 22:59:57.755887125   Aug 26 2022 23:36:10.324246500      36.209472656
Earth Umbral      Aug 26 2022 23:00:05.929715250   Aug 26 2022 23:36:02.150418375      35.937011719
Earth Penumbral   Aug 27 2022 00:32:50.460965250   Aug 27 2022 01:09:03.117215250      36.210937500
Earth Umbral      Aug 27 2022 00:32:58.722684000   Aug 27 2022 01:08:54.943387125      35.937011719
Earth Penumbral   Aug 27 2022 02:05:43.166043375   Aug 27 2022 02:41:55.910184000      36.212402344
Earth Umbral      Aug 27 2022 02:05:51.339871500   Aug 27 2022 02:41:47.736355875      35.939941406
Earth Penumbral   Aug 27 2022 03:38:35.783230875   Aug 27 2022 04:14:48.615262125      36.213867188
Earth Umbral      Aug 27 2022 03:38:44.044949625   Aug 27 2022 04:14:40.441434000      35.939941406
Earth Penumbral   Aug 27 2022 05:11:28.488309000   Aug 27 2022 05:47:41.320340250      36.213867188
Earth Umbral      Aug 27 2022 05:11:36.750027750   Aug 27 2022 05:47:33.146512125      35.939941406
Earth Umbral      Aug 27 2022 06:44:29.542996500   Aug 27 2022 07:20:26.027371500      35.941406250
Earth Penumbral   Aug 27 2022 06:44:21.369168375   Aug 27 2022 07:20:34.201199625      36.213867188
Earth Penumbral   Aug 27 2022 08:17:14.162137125   Aug 27 2022 08:53:26.994168375      36.213867188
Earth Umbral      Aug 27 2022 08:17:22.335965250   Aug 27 2022 08:53:18.820340250      35.941406250
Earth Penumbral   Aug 27 2022 09:50:06.867215250   Aug 27 2022 10:26:19.787137125      36.215332031
Earth Umbral      Aug 27 2022 09:50:15.041043375   Aug 27 2022 10:26:11.613309000      35.942871094
Earth Penumbral   Aug 27 2022 11:22:59.484402750   Aug 27 2022 11:59:12.404324625      36.215332031
Earth Umbral      Aug 27 2022 11:23:07.658230875   Aug 27 2022 11:59:04.230496500      35.942871094
Earth Penumbral   Aug 27 2022 12:55:52.189480875   Aug 27 2022 13:32:05.021512125      36.213867188
Earth Umbral      Aug 27 2022 12:56:00.363309000   Aug 27 2022 13:31:56.847684000      35.941406250
Earth Penumbral   Aug 27 2022 14:28:44.894559000   Aug 27 2022 15:04:57.638699625      36.212402344
Earth Umbral      Aug 27 2022 14:28:53.068387125   Aug 27 2022 15:04:49.464871500      35.939941406
Earth Penumbral   Aug 27 2022 16:01:37.599637125   Aug 27 2022 16:37:50.255887125      36.210937500
Earth Umbral      Aug 27 2022 16:01:45.773465250   Aug 27 2022 16:37:42.082059000      35.938476563
Earth Penumbral   Aug 27 2022 17:34:30.304715250   Aug 27 2022 18:10:42.873074625      36.209472656
Earth Umbral      Aug 27 2022 17:34:38.478543375   Aug 27 2022 18:10:34.699246500      35.937011719
Earth Penumbral   Aug 27 2022 19:07:22.921902750   Aug 27 2022 19:43:35.402371500      36.208007813
Earth Umbral      Aug 27 2022 19:07:31.183621500   Aug 27 2022 19:43:27.228543375      35.934082031
Earth Penumbral   Aug 27 2022 20:40:15.626980875   Aug 27 2022 21:16:27.931668375      36.205078125
Earth Umbral      Aug 27 2022 20:40:23.888699625   Aug 27 2022 21:16:19.757840250      35.931152344
Earth Penumbral   Aug 27 2022 22:13:08.332059000   Aug 27 2022 22:49:20.548855875      36.203613281
Earth Umbral      Aug 27 2022 22:13:16.593777750   Aug 27 2022 22:49:12.375027750      35.929687500
Earth Penumbral   Aug 27 2022 23:46:01.037137125   Aug 28 2022 00:22:13.078152750      36.200683594
Earth Umbral      Aug 27 2022 23:46:09.210965250   Aug 28 2022 00:22:04.816434000      35.926757813
Earth Umbral      Aug 28 2022 01:19:01.828152750   Aug 28 2022 01:54:57.257840250      35.923828125
Earth Penumbral   Aug 28 2022 01:18:53.654324625   Aug 28 2022 01:55:05.431668375      36.196289063
Earth Penumbral   Aug 28 2022 02:51:46.095730875   Aug 28 2022 03:27:57.785184000      36.194824219
Earth Umbral      Aug 28 2022 02:51:54.357449625   Aug 28 2022 03:27:49.611355875      35.920898438
Earth Penumbral   Aug 28 2022 04:24:38.712918375   Aug 28 2022 05:00:50.226590250      36.191894531
Earth Umbral      Aug 28 2022 04:24:46.974637125   Aug 28 2022 05:00:42.052762125      35.917968750
Earth Penumbral   Aug 28 2022 05:57:31.417996500   Aug 28 2022 06:33:42.755887125      36.188964844
Earth Umbral      Aug 28 2022 05:57:39.591824625   Aug 28 2022 06:33:34.494168375      35.915039063
Earth Penumbral   Aug 28 2022 07:30:24.123074625   Aug 28 2022 08:06:35.197293375      36.184570313
Earth Umbral      Aug 28 2022 07:30:32.296902750   Aug 28 2022 08:06:27.023465250      35.912109375
Earth Penumbral   Aug 28 2022 09:03:16.740262125   Aug 28 2022 09:39:27.638699625      36.181640625
Earth Umbral      Aug 28 2022 09:03:25.001980875   Aug 28 2022 09:39:19.464871500      35.907714844
Earth Penumbral   Aug 28 2022 10:36:09.269559000   Aug 28 2022 11:12:19.992215250      36.178710938
Earth Umbral      Aug 28 2022 10:36:17.531277750   Aug 28 2022 11:12:11.730496500      35.903320313
Earth Penumbral   Aug 28 2022 12:09:01.886746500   Aug 28 2022 12:45:12.257840250      36.172851563
Earth Umbral      Aug 28 2022 12:09:10.060574625   Aug 28 2022 12:45:03.996121500      35.898925781
Earth Penumbral   Aug 28 2022 13:41:54.503934000   Aug 28 2022 14:18:04.523465250      36.166992188
Earth Umbral      Aug 28 2022 13:42:02.677762125   Aug 28 2022 14:17:56.349637125      35.894531250
Earth Penumbral   Aug 28 2022 15:14:47.121121500   Aug 28 2022 15:50:56.876980875      36.162597656
Earth Umbral      Aug 28 2022 15:14:55.294949625   Aug 28 2022 15:50:48.615262125      35.888671875
Earth Penumbral   Aug 28 2022 16:47:39.738309000   Aug 28 2022 17:23:49.142605875      36.156738281
Earth Umbral      Aug 28 2022 16:47:47.912137125   Aug 28 2022 17:23:40.880887125      35.882812500
Earth Penumbral   Aug 28 2022 18:20:32.267605875   Aug 28 2022 18:56:41.408230875      36.152343750
Earth Umbral      Aug 28 2022 18:20:40.529324625   Aug 28 2022 18:56:33.146512125      35.876953125
Earth Umbral      Aug 28 2022 19:53:33.146512125   Aug 28 2022 20:29:25.412137125      35.871093750
Earth Penumbral   Aug 28 2022 19:53:24.972684000   Aug 28 2022 20:29:33.585965250      36.143554688
Earth Penumbral   Aug 28 2022 21:26:17.589871500   Aug 28 2022 22:02:25.851590250      36.137695313
Earth Umbral      Aug 28 2022 21:26:25.851590250   Aug 28 2022 22:02:17.589871500      35.862304688
Earth Penumbral   Aug 28 2022 22:59:10.207059000   Aug 28 2022 23:35:18.117215250      36.131835938
Earth Umbral      Aug 28 2022 22:59:18.468777750   Aug 28 2022 23:35:09.855496500      35.856445313
Earth Penumbral   Aug 29 2022 00:32:02.736355875   Aug 29 2022 01:08:10.207059000      36.124511719
Earth Umbral      Aug 29 2022 00:32:10.998074625   Aug 29 2022 01:08:01.945340250      35.849121094
Earth Penumbral   Aug 29 2022 02:04:55.177762125   Aug 29 2022 02:41:02.296902750      36.118652344
Earth Umbral      Aug 29 2022 02:05:03.439480875   Aug 29 2022 02:40:54.035184000      35.843261719
Earth Penumbral   Aug 29 2022 03:37:47.619168375   Aug 29 2022 04:13:54.386746500      36.112792969
Earth Umbral      Aug 29 2022 03:37:55.968777750   Aug 29 2022 04:13:46.125027750      35.835937500
Earth Penumbral   Aug 29 2022 05:10:40.236355875   Aug 29 2022 05:46:46.564480875      36.105468750
Earth Umbral      Aug 29 2022 05:10:48.585965250   Aug 29 2022 05:46:38.214871500      35.827148438
Earth Penumbral   Aug 29 2022 06:43:32.941434000   Aug 29 2022 07:19:38.742215250      36.096679688
Earth Umbral      Aug 29 2022 06:43:41.203152750   Aug 29 2022 07:19:30.480496500      35.821289063
Earth Penumbral   Aug 29 2022 08:16:25.558621500   Aug 29 2022 08:52:30.919949625      36.089355469
Earth Umbral      Aug 29 2022 08:16:33.820340250   Aug 29 2022 08:52:22.658230875      35.813964844
Earth Penumbral   Aug 29 2022 09:49:18.087918375   Aug 29 2022 10:25:22.921902750      36.080566406
Earth Umbral      Aug 29 2022 09:49:26.349637125   Aug 29 2022 10:25:14.660184000      35.805175781
Earth Penumbral   Aug 29 2022 11:22:10.529324625   Aug 29 2022 11:58:14.923855875      36.073242188
Earth Umbral      Aug 29 2022 11:22:18.878934000   Aug 29 2022 11:58:06.662137125      35.796386719
Earth Penumbral   Aug 29 2022 12:55:03.146512125   Aug 29 2022 13:31:06.925809000      36.062988281
Earth Umbral      Aug 29 2022 12:55:11.408230875   Aug 29 2022 13:30:58.664090250      35.787597656
Earth Umbral      Aug 29 2022 14:28:04.025418375   Aug 29 2022 15:03:50.666043375      35.777343750
Earth Penumbral   Aug 29 2022 14:27:55.675809000   Aug 29 2022 15:03:58.927762125      36.054199219
Earth Penumbral   Aug 29 2022 16:00:48.292996500   Aug 29 2022 16:36:50.929715250      36.043945313
Earth Umbral      Aug 29 2022 16:00:56.642605875   Aug 29 2022 16:36:42.667996500      35.767089844
Earth Penumbral   Aug 29 2022 17:33:40.822293375   Aug 29 2022 18:09:42.931668375      36.035156250
Earth Umbral      Aug 29 2022 17:33:49.171902750   Aug 29 2022 18:09:34.582059000      35.756835938
Earth Penumbral   Aug 29 2022 19:06:33.439480875   Aug 29 2022 19:42:34.845730875      36.023437500
Earth Umbral      Aug 29 2022 19:06:41.789090250   Aug 29 2022 19:42:26.496121500      35.745117188
Earth Penumbral   Aug 29 2022 20:39:26.056668375   Aug 29 2022 21:15:26.847684000      36.013183594
Earth Umbral      Aug 29 2022 20:39:34.406277750   Aug 29 2022 21:15:18.498074625      35.734863281
Earth Penumbral   Aug 29 2022 22:12:18.673855875   Aug 29 2022 22:48:18.849637125      36.002929688
Earth Umbral      Aug 29 2022 22:12:27.023465250   Aug 29 2022 22:48:10.412137125      35.723144531
Earth Penumbral   Aug 29 2022 23:45:11.203152750   Aug 30 2022 00:21:10.675809000      35.991210938
Earth Umbral      Aug 29 2022 23:45:19.552762125   Aug 30 2022 00:21:02.326199625      35.712890625
Earth Penumbral   Aug 30 2022 01:18:03.644559000   Aug 30 2022 01:54:02.501980875      35.980957031
Earth Umbral      Aug 30 2022 01:18:11.994168375   Aug 30 2022 01:53:54.152371500      35.702636719
Earth Penumbral   Aug 30 2022 02:50:56.085965250   Aug 30 2022 03:26:54.328152750      35.970703125
Earth Umbral      Aug 30 2022 02:51:04.523465250   Aug 30 2022 03:26:45.890652750      35.689453125
Earth Penumbral   Aug 30 2022 04:23:48.703152750   Aug 30 2022 04:59:46.154324625      35.957519531
Earth Umbral      Aug 30 2022 04:23:57.140652750   Aug 30 2022 04:59:37.804715250      35.677734375
Earth Penumbral   Aug 30 2022 05:56:41.320340250   Aug 30 2022 06:32:38.156277750      35.947265625
Earth Umbral      Aug 30 2022 05:56:49.757840250   Aug 30 2022 06:32:29.718777750      35.666015625
Earth Umbral      Aug 30 2022 07:29:42.462918375   Aug 30 2022 08:05:21.632840250      35.652832031
Earth Penumbral   Aug 30 2022 07:29:34.025418375   Aug 30 2022 08:05:30.070340250      35.934082031
Earth Penumbral   Aug 30 2022 09:02:26.554715250   Aug 30 2022 09:38:21.896512125      35.922363281
Earth Umbral      Aug 30 2022 09:02:34.992215250   Aug 30 2022 09:38:13.459012125      35.641113281
Earth Penumbral   Aug 30 2022 10:35:19.084012125   Aug 30 2022 11:11:13.634793375      35.909179688
Earth Umbral      Aug 30 2022 10:35:27.521512125   Aug 30 2022 11:11:05.197293375      35.627929688
Earth Penumbral   Aug 30 2022 12:08:11.613309000   Aug 30 2022 12:44:05.373074625      35.895996094
Earth Umbral      Aug 30 2022 12:08:20.050809000   Aug 30 2022 12:43:56.935574625      35.614746094
Earth Penumbral   Aug 30 2022 13:41:04.142605875   Aug 30 2022 14:16:57.111355875      35.882812500
Earth Umbral      Aug 30 2022 13:41:12.667996500   Aug 30 2022 14:16:48.673855875      35.600097656
Earth Penumbral   Aug 30 2022 15:13:56.759793375   Aug 30 2022 15:49:48.937527750      35.869628906
Earth Umbral      Aug 30 2022 15:14:05.285184000   Aug 30 2022 15:49:40.412137125      35.585449219
Earth Penumbral   Aug 30 2022 16:46:49.376980875   Aug 30 2022 17:22:40.587918375      35.853515625
Earth Umbral      Aug 30 2022 16:46:57.902371500   Aug 30 2022 17:22:32.150418375      35.570800781
Earth Penumbral   Aug 30 2022 18:19:41.994168375   Aug 30 2022 18:55:32.326199625      35.838867188
Earth Umbral      Aug 30 2022 18:19:50.519559000   Aug 30 2022 18:55:23.800809000      35.554687500
Earth Penumbral   Aug 30 2022 19:52:34.611355875   Aug 30 2022 20:28:24.064480875      35.824218750
Earth Umbral      Aug 30 2022 19:52:43.136746500   Aug 30 2022 20:28:15.539090250      35.540039063
Earth Penumbral   Aug 30 2022 21:25:27.228543375   Aug 30 2022 22:01:15.802762125      35.809570313
Earth Umbral      Aug 30 2022 21:25:35.841824625   Aug 30 2022 22:01:07.277371500      35.523925781
Earth Penumbral   Aug 30 2022 22:58:19.845730875   Aug 30 2022 23:34:07.453152750      35.793457031
Earth Umbral      Aug 30 2022 22:58:28.371121500   Aug 30 2022 23:33:58.927762125      35.509277344
Earth Umbral      Aug 31 2022 00:31:20.900418375   Aug 31 2022 01:06:50.490262125      35.493164063
Earth Penumbral   Aug 31 2022 00:31:12.375027750   Aug 31 2022 01:06:59.015652750      35.777343750
Earth Penumbral   Aug 31 2022 02:04:04.904324625   Aug 31 2022 02:39:50.578152750      35.761230469
Earth Umbral      Aug 31 2022 02:04:13.429715250   Aug 31 2022 02:39:42.052762125      35.477050781
Earth Penumbral   Aug 31 2022 03:36:57.521512125   Aug 31 2022 04:12:42.228543375      35.745117188
Earth Umbral      Aug 31 2022 03:37:06.046902750   Aug 31 2022 04:12:33.615262125      35.459472656
Earth Penumbral   Aug 31 2022 05:09:50.226590250   Aug 31 2022 05:45:33.966824625      35.729003906
Earth Umbral      Aug 31 2022 05:09:58.839871500   Aug 31 2022 05:45:25.353543375      35.441894531
Earth Penumbral   Aug 31 2022 06:42:42.931668375   Aug 31 2022 07:18:25.705105875      35.712890625
Earth Umbral      Aug 31 2022 06:42:51.544949625   Aug 31 2022 07:18:17.091824625      35.425781250
Earth Penumbral   Aug 31 2022 08:15:35.548855875   Aug 31 2022 08:51:17.355496500      35.696777344
Earth Umbral      Aug 31 2022 08:15:44.250027750   Aug 31 2022 08:51:08.654324625      35.406738281
Earth Penumbral   Aug 31 2022 09:48:28.166043375   Aug 31 2022 10:24:08.830105875      35.677734375
Earth Umbral      Aug 31 2022 09:48:36.779324625   Aug 31 2022 10:24:00.216824625      35.390625000
Earth Penumbral   Aug 31 2022 11:21:20.695340250   Aug 31 2022 11:57:00.392605875      35.661621094
Earth Umbral      Aug 31 2022 11:21:29.396512125   Aug 31 2022 11:56:51.691434000      35.371582031
Earth Penumbral   Aug 31 2022 12:54:13.400418375   Aug 31 2022 13:29:51.955105875      35.642578125
Earth Umbral      Aug 31 2022 12:54:22.101590250   Aug 31 2022 13:29:43.253934000      35.352539063
Earth Penumbral   Aug 31 2022 14:27:06.105496500   Aug 31 2022 15:02:43.517605875      35.623535156
Earth Umbral      Aug 31 2022 14:27:14.806668375   Aug 31 2022 15:02:34.816434000      35.333496094
Earth Umbral      Aug 31 2022 16:00:07.511746500   Aug 31 2022 16:35:26.291043375      35.312988281
Earth Penumbral   Aug 31 2022 15:59:58.810574625   Aug 31 2022 16:35:34.992215250      35.603027344
Earth Penumbral   Aug 31 2022 17:32:51.427762125   Aug 31 2022 18:08:26.554715250      35.585449219
Earth Umbral      Aug 31 2022 17:33:00.216824625   Aug 31 2022 18:08:17.765652750      35.292480469
Earth Penumbral   Aug 31 2022 19:05:44.220730875   Aug 31 2022 19:41:18.029324625      35.563476563
Earth Umbral      Aug 31 2022 19:05:52.921902750   Aug 31 2022 19:41:09.328152750      35.273437500
Earth Penumbral   Aug 31 2022 20:38:36.925809000   Aug 31 2022 21:14:09.591824625      35.544433594
Earth Umbral      Aug 31 2022 20:38:45.714871500   Aug 31 2022 21:14:00.802762125      35.251464844
Earth Penumbral   Aug 31 2022 22:11:29.630887125   Aug 31 2022 22:47:01.066434000      35.523925781
Earth Umbral      Aug 31 2022 22:11:38.419949625   Aug 31 2022 22:46:52.277371500      35.230957031
